concept_id,publish,domain,variable_type,instance_type,audit_note
COUGH_USUALLY,TRUE,Pulmonary,survey_response,single,
COUGH_YEARS,TRUE,Pulmonary,survey_response,single,
EMPHYSEMA_AGE_ONSET,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
EMPHYSEMA_DOCTOR_CONFIRMED,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
EMPHYSEMA_EVER,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
EMPHYSEMA_STILL_HAS,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
EXAM_DATE_FORM12,FALSE,Administrative,process_admin,single,Administrative exam date variable; not a clinical measurement.
HAY_FEVER_AGE_FIRST,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
HAY_FEVER_DOCTOR_CONFIRMED,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
HAY_FEVER_EVER,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
INTERVIEWER_ID_FORM12,FALSE,Administrative,identifier,single,Staff identifier; should not be published.
LUNG_TROUBLE_BEFORE_16,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
PHLEGM_CHRONIC_3PLUS_MONTHS,TRUE,Pulmonary,survey_response,single,
PHLEGM_DAILY_FREQUENCY,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
PHLEGM_MORNING,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
PHLEGM_REST_OF_DAY,TRUE,Pulmonary,survey_response,single,Limited source descriptions.
PHLEGM_USUALLY,TRUE,Pulmonary,survey_response,single,"Value label '1' is quoted as '""No""' in source — likely a data entry artifact."
PHLEGM_WITH_RESP_ILLNESS,TRUE,Pulmonary,survey_response,single,RESP_ILLNESS_PHLEGM_COUNT and RESP_ILLNESS_PHLEGM_EPISODES (both mapped to A12NOILL) appear to describe the same concept as this variable — all three concern phlegm production with respiratory illness. Review for potential consolidation across these three concept IDs. Available at Exam A only.
PHLEGM_YEARS,TRUE,Pulmonary,survey_response,single,
PNEUMONIA_AGE_FIRST,TRUE,Pulmonary,survey_response,single,Available at Exam A only.
PNEUMONIA_DOCTOR_CONFIRMED,TRUE,Pulmonary,survey_response,single,Available at Exam A only.
PNEUMONIA_EVER,TRUE,Pulmonary,survey_response,single,Available at Exam A only.
RESP_ILLNESS_PHLEGM_COUNT,FALSE,Pulmonary,survey_response,single,EXACT DUPLICATE of RESP_ILLNESS_PHLEGM_EPISODES: both map to the same variable A12NOILL with identical description '# OF ILLNESSES W/ PHLEGM FOR 1+ WKS'. One of these two concept IDs must be suppressed or merged. Do not publish until resolved.
RESP_ILLNESS_PHLEGM_EPISODES,FALSE,Pulmonary,survey_response,single,EXACT DUPLICATE of RESP_ILLNESS_PHLEGM_COUNT: both map to the same variable A12NOILL with identical description '# OF ILLNESSES W/ PHLEGM FOR 1+ WKS'. One of these two concept IDs must be suppressed or merged. Do not publish until resolved.
SHORTNESS_OF_BREATH_HURRYING_OR_HILL,TRUE,Pulmonary,survey_response,single,"Value label '1' is quoted as '""No""' in source — likely a data entry artifact."
SHORTNESS_OF_BREATH_STOP_OWN_PACE,TRUE,Pulmonary,survey_response,single,"Value label '1' is quoted as '""No""' in source — likely a data entry artifact."
SHORTNESS_OF_BREATH_STOP_SHORT_WALK,TRUE,Pulmonary,survey_response,single,Available at Exam A only.
SHORTNESS_OF_BREATH_WALKING_LEVEL,TRUE,Pulmonary,survey_response,single,"Value label '1' is quoted as '""No""' in source — likely a data entry artifact."
SHORTNESS_OF_BREATH_WHEN_DRESSING,TRUE,Pulmonary,survey_response,single,Available at Exam A only.
SPIROMETER_ACCEPTABILITY_CODES,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 6 trial-level variables per exam. Code 'T' indicates all trials were unacceptable. Available at Exam A only. Note: six variable names are listed (A12T1ACC–A12T6ACC) but only five descriptions are provided in the data dictionary.
SPIROMETER_AGE,TRUE,Pulmonary,protocol_component,single,"Exam C description is simply the variable name 'C12AGE', indicating minimal documentation for that exam."
SPIROMETER_AST_EXTRAP_VOLUME_FLAGS,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 8 trial-level flag variables per exam.
SPIROMETER_BAROMETRIC_PRESSURE,TRUE,Pulmonary,clinical_measurement,protocol_component,"Units (mmHg, range 740–780) noted in Exam A description only; not confirmed for other exams."
SPIROMETER_EXHALATION_TIME_TRIAL,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 8 trial-level variables per exam. Units not specified in source descriptions.
SPIROMETER_FEF25_TRIAL_VALUES,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 8 trial-level variables per exam. Units not specified in source descriptions.
SPIROMETER_FEF50_TRIAL_VALUES,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 8 trial-level variables per exam. Units not specified in source descriptions.
SPIROMETER_FEF75_TRIAL_VALUES,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 8 trial-level variables per exam. Units not specified in source descriptions.
SPIROMETER_FEV1_FVC_RATIO_MAX,TRUE,Pulmonary,derived_score,single,"Exam E has two variable names (E12RATIO and E128ATIO), suggesting a possible 5-trial and 8-trial version; descriptions confirm this distinction."
SPIROMETER_FEV1_FVC_RATIO_TRIAL,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 8 trial-level variables per exam.
SPIROMETER_FEV1_TRIAL_VALUES,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 8 trial-level variables per exam. Units not specified in source descriptions.
SPIROMETER_FEV3_FVC_RATIO_TRIAL,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 8 trial-level variables per exam. Stored as integer type despite being a ratio.
SPIROMETER_FEV3_TRIAL_VALUES,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 8 trial-level variables per exam. Units not specified in source descriptions.
SPIROMETER_FVC_TRIAL_VALUES,TRUE,Pulmonary,clinical_measurement,multi_instance,Multi-variable concept with up to 8 trial-level variables per exam. Units not specified in source descriptions.
SPIROMETER_HEIGHT_IN,TRUE,Pulmonary,anthropometric,protocol_component,
SPIROMETER_MAX_CURVE_EXHAL_TIME,TRUE,Pulmonary,clinical_measurement,single,"Exam E has two variable names (E12FRTM and E128RTM), suggesting a 5-trial and 8-trial version."
SPIROMETER_MAX_CURVE_TRIAL_INDEX,TRUE,Pulmonary,clinical_measurement,protocol_component,"Exam E has two variable names (E12FRTR and E128RTR), suggesting a 5-trial and 8-trial version."
SPIROMETER_MAX_FEF25,TRUE,Pulmonary,clinical_measurement,single,"Exam E has two variable names (E12FF25 and E128F25), suggesting a 5-trial and 8-trial version."
SPIROMETER_MAX_FEF50,TRUE,Pulmonary,clinical_measurement,single,"Exam E has two variable names (E12FF50 and E128F50), suggesting a 5-trial and 8-trial version."
SPIROMETER_MAX_FEF75,TRUE,Pulmonary,clinical_measurement,single,"Exam E has two variable names (E12FF75 and E128F75), suggesting a 5-trial and 8-trial version."
SPIROMETER_MAX_FEV1,TRUE,Pulmonary,clinical_measurement,single,"Exam E has two variable names (E12FE1 and E128E1), suggesting a 5-trial and 8-trial version. Units not specified in source descriptions."
SPIROMETER_MAX_FEV1_EXHAL_TIME,TRUE,Pulmonary,clinical_measurement,single,"Exam E has two variable names (E12FE1TM and E128E1TM), suggesting a 5-trial and 8-trial version."
SPIROMETER_MAX_FEV1_TRIAL_INDEX,TRUE,Pulmonary,clinical_measurement,protocol_component,"Exam E has two variable names (E12FE1TR and E128E1TR), suggesting a 5-trial and 8-trial version."
SPIROMETER_MAX_FEV3,TRUE,Pulmonary,clinical_measurement,single,"Exam E has two variable names (E12FE3 and E128E3), suggesting a 5-trial and 8-trial version. Units not specified in source descriptions."
SPIROMETER_MAX_FEV3_EXHAL_TIME,TRUE,Pulmonary,clinical_measurement,single,"Exam E has two variable names (E12FE3TM and E128E3TM), suggesting a 5-trial and 8-trial version."
SPIROMETER_MAX_FEV3_TRIAL_INDEX,TRUE,Pulmonary,clinical_measurement,protocol_component,"Exam E has two variable names (E12FE3TR and E128E3TR), suggesting a 5-trial and 8-trial version."
SPIROMETER_MAX_FVC,TRUE,Pulmonary,clinical_measurement,single,"Exam E has two variable names (E12FVC and E128VC), suggesting a 5-trial and 8-trial version. Units not specified in source descriptions."
SPIROMETER_MAX_FVC_EXHAL_TIME,TRUE,Pulmonary,clinical_measurement,single,Variable descriptions reference both 5-trial and 8-trial protocol versions across exams; protocol difference noted.
SPIROMETER_MAX_FVC_TRIAL_INDEX,TRUE,Pulmonary,clinical_measurement,protocol_component,Variable descriptions reference both 5-trial and 8-trial protocol versions across exams; protocol difference noted.
SPIROMETER_MAX_MMEF,TRUE,Pulmonary,clinical_measurement,single,Variable descriptions reference both 5-trial and 8-trial protocol versions across exams; protocol difference noted.
SPIROMETER_MAX_PEFR,TRUE,Pulmonary,clinical_measurement,single,Variable descriptions reference both 5-trial and 8-trial protocol versions across exams; protocol difference noted.
SPIROMETER_MMEF_TRIAL_VALUES,TRUE,Pulmonary,clinical_measurement,multi_instance,
SPIROMETER_PEFR_TRIAL_VALUES,TRUE,Pulmonary,clinical_measurement,multi_instance,
SPIROMETER_POSTURE,TRUE,Pulmonary,clinical_measurement,single,
SPIROMETER_RACE_CODE,TRUE,Pulmonary,protocol_component,single,"Descriptions conflict across exams: some describe this as a race correction flag (1=No, 2=Yes) and others simply as 'RACE CODE' or 'RACE - SPIROMETER' without correction framing. Cross-exam interpretation may differ."
SPIROMETER_RECONSTRUCTED_DATA_FLAG,TRUE,Pulmonary,process_admin,single,Only available at Exam A. Data were reconstructed; investigators should verify whether reconstructed records differ from originally collected data.
SPIROMETER_REPRODUCIBILITY_MAX_FEV1,TRUE,Pulmonary,derived_score,single,Variable descriptions reference both 5-trial and 8-trial protocol versions across exams; protocol difference noted.
SPIROMETER_REPRODUCIBILITY_MAX_FEV3,TRUE,Pulmonary,derived_score,single,Variable descriptions reference both 5-trial and 8-trial protocol versions across exams; protocol difference noted.
SPIROMETER_REPRODUCIBILITY_MAX_FVC,TRUE,Pulmonary,derived_score,single,Variable descriptions reference both 5-trial and 8-trial protocol versions across exams; protocol difference noted.
SPIROMETER_ROOM_TEMPERATURE_C,TRUE,Pulmonary,protocol_component,single,One exam description includes a plausible range of 19–30°C; not confirmed as a coded range or validity constraint.
SPIROMETER_SEX,TRUE,Pulmonary,protocol_component,single,"Not available at Exam A. One source description consists only of the variable name 'C12SEX', indicating minimal documentation for that exam."
SPIROMETER_TOTAL_TRIALS,TRUE,Pulmonary,protocol_component,single,Not available at Exam A.
SPIROMETER_TRIAL_INDEX,TRUE,Pulmonary,protocol_component,single,"Available at Exams B and C only. Source variable descriptions consist only of variable names (B12TRIAL, C12TRIAL) with no additional context; exact coding scheme unclear."
WHEEZE_AGE_FIRST_ATTACK,TRUE,Pulmonary,survey_response,single,
WHEEZE_MEDICATION_REQUIRED,TRUE,Pulmonary,survey_response,single,Available at Exam A only.
WHEEZE_MOST_DAYS_NIGHTS,TRUE,Pulmonary,survey_response,single,Available at Exam A only.
WHEEZE_SHORT_OF_BREATH,TRUE,Pulmonary,survey_response,single,
WHEEZE_TWO_OR_MORE_ATTACKS,TRUE,Pulmonary,survey_response,single,
WHEEZE_WITHOUT_COLD,TRUE,Pulmonary,survey_response,single,
WHEEZE_WITH_COLD,TRUE,Pulmonary,survey_response,single,
WHEEZE_YEARS_WHEEZY_CHEST,TRUE,Pulmonary,survey_response,single,
COOK_MEDLEY_CIGMI,FALSE,Psychosocial,process_admin,single,"Descriptions are single-character fragments providing no usable content. Variable purpose is ambiguous � could be a derived predictor, a behavioral flag, or an administrative variable. Cannot confirm variable_type with confidence; classified as process_admin pending clarification. Not suitable for publication without further documentation."
COOK_MEDLEY_HELP_COMPLETION,FALSE,Psychosocial,process_admin,single,Descriptions are single-character fragments providing no usable content. This is a form administration flag; not a clinical measurement.
COOK_MEDLEY_ITEM_ADVCE,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_ADVG,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_ANGER,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_ANNOY,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_BEGRS,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_CATCH,TRUE,Psychosocial,survey_response,single,Description notes this is a paraphrased item (Q39).
COOK_MEDLEY_ITEM_CONCN,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_CONV,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_CREDT,TRUE,Psychosocial,survey_response,single,Description references Q46 explicitly.
COOK_MEDLEY_ITEM_CRIT,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_DEFND,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_DEMND,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_DISPT,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_EXAG,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_EXPERT,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_FAIL,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_FEAR,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_FREQ,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_FRNDL,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_GOSIP,TRUE,Psychosocial,survey_response,single,"Duplicate concept exists: COOK_MEDLEY_ITEM_GOSIP_GROUP maps to the same variable (A13GOSIP, C13GOSIP) with an identical label and description. Consider merging."
COOK_MEDLEY_ITEM_GOSIP_GROUP,FALSE,Psychosocial,survey_response,single,"Duplicate of COOK_MEDLEY_ITEM_GOSIP � identical variable names (A13GOSIP, C13GOSIP), label, and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_GOSIP."
COOK_MEDLEY_ITEM_GRAB,TRUE,Psychosocial,survey_response,single,"Duplicate concept exists: COOK_MEDLEY_ITEM_GRAB_ALL maps to the same variable (A13GRAB, C13GRAB) with a near-identical label. Consider merging."
COOK_MEDLEY_ITEM_GRAB_ALL,FALSE,Psychosocial,survey_response,single,"Duplicate of COOK_MEDLEY_ITEM_GRAB � identical variable names (A13GRAB, C13GRAB) and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_GRAB."
COOK_MEDLEY_ITEM_GRAB_SCORE,FALSE,Psychosocial,derived_score,single,"This concept shares variable names (A13SCORE, C13SCORE) with COOK_MEDLEY_TOTAL_SCORE � both map to the same underlying variables and represent a misclustering. This concept should be suppressed in favor of COOK_MEDLEY_TOTAL_SCORE, which carries the more accurate label. The concept_id name ('GRAB_SCORE') appears to be a data entry error. The Exam A source description specifies 'first 50 questions'; the Exam C description says only 'Cook Medley Score' without this qualifier, suggesting possible scope change between exams or a labeling inconsistency."
COOK_MEDLEY_ITEM_GUARD,TRUE,Psychosocial,survey_response,single,"Duplicate concept exists: COOK_MEDLEY_ITEM_GUARD_FRIENDLY maps to the same variable (A13GUARD, C13GUARD) with a near-identical label. Consider merging."
COOK_MEDLEY_ITEM_GUARD_FRIENDLY,FALSE,Psychosocial,survey_response,single,"Duplicate of COOK_MEDLEY_ITEM_GUARD � identical variable names (A13GUARD, C13GUARD) and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_GUARD."
COOK_MEDLEY_ITEM_HELPO,TRUE,Psychosocial,survey_response,single,"Duplicate concept exists: COOK_MEDLEY_ITEM_HELPO_INCONVENIENCE maps to the same variable (A13HELPO, C13HELPO) with a near-identical label. Consider merging."
COOK_MEDLEY_ITEM_HELPO_INCONVENIENCE,FALSE,Psychosocial,survey_response,single,"Duplicate of COOK_MEDLEY_ITEM_HELPO � identical variable names (A13HELPO, C13HELPO) and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_HELPO."
COOK_MEDLEY_ITEM_HIDN,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_IDEA,TRUE,Psychosocial,survey_response,single,"Duplicate concept exists: COOK_MEDLEY_ITEM_IDEA_ENVY maps to the same variable (A13IDEA, C13IDEA) with a near-identical label. Consider merging."
COOK_MEDLEY_ITEM_IDEA_ENVY,FALSE,Psychosocial,survey_response,single,"Duplicate of COOK_MEDLEY_ITEM_IDEA � identical variable names (A13IDEA, C13IDEA) and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_IDEA."
COOK_MEDLEY_ITEM_IMPT,TRUE,Psychosocial,survey_response,single,Description references Q12 explicitly.
COOK_MEDLEY_ITEM_ITIN,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_LAYS,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_LIE,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_NOONE,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_OPPSE,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_PASS,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_PAY,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_PITY,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_PUNSH,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_ROUGH,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_SENST,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_SEX,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_SLEEP,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_SPEAK,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_START,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_STRCT,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_SYMPA,TRUE,Psychosocial,survey_response,single,"Duplicate concept exists: COOK_MEDLEY_ITEM_SYMPA_RELATIVES maps to the same variable (A13SYMPA, C13SYMPA) with an identical label. Consider merging."
COOK_MEDLEY_ITEM_SYMPA_RELATIVES,FALSE,Psychosocial,survey_response,single,"Duplicate of COOK_MEDLEY_ITEM_SYMPA � identical variable names (A13SYMPA, C13SYMPA), label, and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_SYMPA."
COOK_MEDLEY_ITEM_TAKE,TRUE,Psychosocial,survey_response,single,"Duplicate concept exists: COOK_MEDLEY_ITEM_TAKE_ORDERS maps to the same variable (A13TAKE, C13TAKE) with a near-identical label. Consider merging."
COOK_MEDLEY_ITEM_TAKE_ORDERS,FALSE,Psychosocial,survey_response,single,"Duplicate of COOK_MEDLEY_ITEM_TAKE � identical variable names (A13TAKE, C13TAKE) and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_TAKE."
COOK_MEDLEY_ITEM_TALK,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_THOT,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_TIP,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_TRIP,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_TRUST,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_USEFL,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_ITEM_WORRY,TRUE,Psychosocial,survey_response,single,Descriptions are single-character fragments; label used as primary source. Limited source descriptions.
COOK_MEDLEY_TOTAL_SCORE,TRUE,Psychosocial,derived_score,single,"This concept shares variable names (A13SCORE, C13SCORE) with COOK_MEDLEY_ITEM_GRAB_SCORE � both map to the same underlying variables and represent a misclustering. COOK_MEDLEY_ITEM_GRAB_SCORE should be suppressed in favor of this concept, which has the more accurate label. The Exam A source description specifies 'first 50 questions'; the Exam C description says only 'Cook Medley Score' without this qualifier, suggesting possible scope change between exams or a labeling inconsistency."
BELONGS_TO_CLUBS,TRUE,Psychosocial,survey_response,single,
EMOTIONAL_SUPPORT_SCORE,TRUE,Psychosocial,derived_score,single,Source descriptions are single characters only; no derivation or scoring details available. Limited source descriptions.
FEELS_LONELY,TRUE,Psychosocial,survey_response,single,
FEELS_OTHERS_CARE,TRUE,Psychosocial,survey_response,single,
FORM14B_EXAM_DATE,FALSE,Administrative,process_admin,single,Administrative date variable; excluded from public display per publish guidelines. Could be considered for data linkage use cases if policy changes.
FORM14B_INTERVIEWER_ID,FALSE,Administrative,identifier,single,Staff identifier; excluded from public display per publish guidelines. Source descriptions are single characters only. Limited source descriptions.
FORM14B_SAME_DATE_AS_BP,FALSE,Administrative,process_admin,single,Administrative/data quality variable. Source descriptions are single characters only. Limited source descriptions. Only one value label present (2=Yes); no No label documented.
FORM14_HELP_NEEDED,FALSE,Administrative,process_admin,single,Source descriptions are single characters only; no additional detail available. Limited source descriptions. Administrative/data quality variable; not recommended for public display.
HELP_WHEN_SICK_FAMILY,TRUE,Psychosocial,survey_response,single,
HELP_WHEN_SICK_FRIEND,TRUE,Psychosocial,survey_response,single,
HELP_WHEN_SICK_PAID,TRUE,Psychosocial,survey_response,single,
HELP_WHEN_SICK_SELF,TRUE,Psychosocial,survey_response,single,
HELP_WHEN_SICK_SPOUSE,TRUE,Psychosocial,survey_response,single,
HELP_WITH_FINANCIAL_PROBLEMS_FAMILY,TRUE,Psychosocial,survey_response,single,Source descriptions are single characters only; label inferred from concept_id and current_label. Limited source descriptions.
HELP_WITH_FINANCIAL_PROBLEMS_FRIEND,TRUE,Psychosocial,survey_response,single,Source descriptions are single characters only; label inferred from concept_id and current_label. Limited source descriptions.
HELP_WITH_FINANCIAL_PROBLEMS_PAID,TRUE,Psychosocial,survey_response,single,Source descriptions are single characters only; label inferred from concept_id and current_label. Limited source descriptions.
HELP_WITH_FINANCIAL_PROBLEMS_SELF,TRUE,Psychosocial,survey_response,single,Source descriptions are single characters only; label inferred from concept_id and current_label. Limited source descriptions.
HELP_WITH_FINANCIAL_PROBLEMS_SPOUSE,TRUE,Psychosocial,survey_response,single,Source descriptions are single characters only; label inferred from concept_id and current_label. Limited source descriptions.
HELP_WITH_HOUSE_REPAIRS_FAMILY,TRUE,Psychosocial,survey_response,single,
HELP_WITH_HOUSE_REPAIRS_FRIEND,TRUE,Psychosocial,survey_response,single,
HELP_WITH_HOUSE_REPAIRS_PAID,TRUE,Psychosocial,survey_response,single,
HELP_WITH_HOUSE_REPAIRS_SELF,TRUE,Psychosocial,survey_response,single,
HELP_WITH_HOUSE_REPAIRS_SPOUSE,TRUE,Psychosocial,survey_response,single,
HELP_WITH_PERSONAL_PROBLEMS_FAMILY,TRUE,Psychosocial,survey_response,single,
HELP_WITH_PERSONAL_PROBLEMS_FRIEND,TRUE,Psychosocial,survey_response,single,
HELP_WITH_PERSONAL_PROBLEMS_PAID,TRUE,Psychosocial,survey_response,single,
HELP_WITH_PERSONAL_PROBLEMS_SELF,TRUE,Psychosocial,survey_response,single,
HELP_WITH_PERSONAL_PROBLEMS_SPOUSE,TRUE,Psychosocial,survey_response,single,
HELP_WITH_TRANSPORTATION_FAMILY,TRUE,Psychosocial,survey_response,single,
HELP_WITH_TRANSPORTATION_FRIEND,TRUE,Psychosocial,survey_response,single,
HELP_WITH_TRANSPORTATION_PAID,TRUE,Psychosocial,survey_response,single,
HELP_WITH_TRANSPORTATION_SELF,TRUE,Psychosocial,survey_response,single,
HELP_WITH_TRANSPORTATION_SPOUSE,TRUE,Psychosocial,survey_response,single,
INSTRUMENTAL_SUPPORT_SCORE,TRUE,Psychosocial,derived_score,single,Source descriptions are single characters only; no derivation or scoring details available. Limited source descriptions.
NETWORK_ADEQUACY_SCORE,TRUE,Psychosocial,derived_score,single,Source descriptions are single characters only; no derivation or scoring details available. Limited source descriptions.
NUMBER_OF_CLUBS,TRUE,Psychosocial,survey_response,single,
RELIGIOUS_ACTIVITY_FREQUENCY,TRUE,Psychosocial,survey_response,single,
RELIGIOUS_DENOMINATION,TRUE,Psychosocial,survey_response,single,Source descriptions are single characters only; no response options documented. Limited source descriptions.
RELIGIOUS_SERVICE_ATTENDANCE,TRUE,Psychosocial,survey_response,single,Source descriptions are single characters only. Limited source descriptions.
SOCIAL_NETWORK_INDEX,TRUE,Psychosocial,derived_score,single,Source descriptions are single characters only; derivation algorithm and component items not documented from available data.
WEIGHTED_INSTRUMENTAL_SUPPORT,TRUE,Psychosocial,derived_score,single,Source descriptions are single characters only; no derivation or weighting details available. Limited source descriptions.
WEIGHTED_NETWORK_ADEQUACY_SCORE,TRUE,Psychosocial,derived_score,single,Source descriptions are single characters only; no derivation or weighting details available. Limited source descriptions.
WISHES_FOR_COMFORTING,TRUE,Psychosocial,survey_response,single,
WISHES_MORE_CLOSE_FRIENDS,TRUE,Psychosocial,survey_response,single,
JH_ITEM_DISAP,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_ITEM_DOIT,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
JH_ITEM_FIND,TRUE,Psychosocial,survey_response,single,Variable descriptions contain only single characters and are uninformative; label used as primary source. Limited source descriptions.
